OBI ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	Term Editor	Definition Source
OBI:0001758	CCL4/MIP-1b release|ELISPOT	ELISPOT assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 4 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0001759	CXCL12/SDF-1 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 12 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 12 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 12 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001760	CXCL13/BLC release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 13 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 13 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 13 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001761	CXCL16 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 16 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 16 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 16 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001762	CCL21/SLC release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 21 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 21 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 21 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001763	CCL22/MDC release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 22 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001764	CCL4/MIP-1b release|cytometric bead array	cytometric bead array assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 4 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001765	CCL4/MIP-1b release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 4 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0001766	VEGF release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific vascular endothelial growth factor production by T cells	An assay of epitope specific vascular endothelial growth factor production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific vascular endothelial growth factor production by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0001767	CCL19/MIP-3b release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 19 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 19 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 19 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001768	CCL1/TCA-3 release|ICS	intracellular cytokine staining assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 1 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001770	VEGF release|ICS	intracellular cytokine staining assay measuring epitope specific vascular endothelial growth factor production by T cells	An assay of epitope specific vascular endothelial growth factor production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific vascular endothelial growth factor production by T cells	flow cytometry assay									IEDB	IEDB
OBI:0001771	VEGF release|ELISPOT	ELISPOT assay measuring epitope specific vascular endothelial growth factor production by T cells	An assay of epitope specific vascular endothelial growth factor production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific vascular endothelial growth factor production by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0001772	IL-17F release|biological activity	biological activity assay measuring epitope specific interleukin-17F production by T cells	An assay of epitope specific interleukin-17 production by T cells that detects interleukin-17F production.	equivalent	biological activity assay measuring epitope specific interleukin-17 production by T cells					interleukin-17F production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001773	IL-17A release|biological activity	biological activity assay measuring epitope specific interleukin-17A production by T cells	An assay of epitope specific interleukin-17 production by T cells that detects interleukin-17A production.	equivalent	biological activity assay measuring epitope specific interleukin-17 production by T cells					interleukin-17A production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001774	CCL21/SLC release|biological activity	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 21 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 21 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-C motif) ligand 21 production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001775	CCL19/MIP-3b release|biological activity	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 19 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 19 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-C motif) ligand 19 production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001776	CXCL12/SDF-1 release|biological activity	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 12 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-X-C motif) ligand 12 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-X-C motif) ligand 12 production					IEDB	IEDB
OBI:0001777	CCL22/MDC release|biological activity	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 22 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-C motif) ligand 22 production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001778	CXCL16 release|biological activity	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 16 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-X-C motif) ligand 16 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-X-C motif) ligand 16 production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
